0,1,2,3,4,5,6,7,8,9,10
other vegetables,frozen vegetables,,,,,,,,,
margarine,sausage,snack products,butter,whipped/sour cream,,,,,,
tropical fruit,soda,,,,,,,,,
sausage,whole milk,semi-finished bread,yogurt,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
other vegetables,other vegetables,whole milk,,,,,,,,
mayonnaise,shopping bags,,,,,,,,,
whole milk,soda,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
chicken,curd,,,,,,,,,
cat food,curd,bottled water,frozen vegetables,tea,,,,,,
berries,canned fish,,,,,,,,,
abrasive cleaner,citrus fruit,whole milk,long life bakery product,,,,,,,
chicken,onions,,,,,,,,,
citrus fruit,soda,,,,,,,,,
pork,pudding powder,domestic eggs,,,,,,,,
sausage,grapes,light bulbs,,,,,,,,
dessert,salty snack,,,,,,,,,
frozen fish,pastry,,,,,,,,,
butter,pastry,other vegetables,other vegetables,,,,,,,
whole milk,Instant food products,,,,,,,,,
whipped/sour cream,butter milk,shopping bags,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
meat,whipped/sour cream,,,,,,,,,
waffles,dishes,domestic eggs,oil,,,,,,,
whole milk,female sanitary products,,,,,,,,,
other vegetables,bottled beer,rolls/buns,shopping bags,,,,,,,
soda,hamburger meat,,,,,,,,,
dessert,processed cheese,UHT-milk,,,,,,,,
frankfurter,cat food,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
tropical fruit,chicken,soda,soda,,,,,,,
fruit/vegetable juice,herbs,,,,,,,,,
tropical fruit,bottled water,pastry,flour,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
meat,soda,,,,,,,,,
waffles,ketchup,candy,,,,,,,,
frankfurter,whole milk,,,,,,,,,
soda,chocolate marshmallow,hard cheese,,,,,,,,
pork,pastry,,,,,,,,,
other vegetables,white bread,,,,,,,,,
whole milk,spread cheese,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
citrus fruit,pot plants,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
bottled beer,yogurt,other vegetables,,,,,,,,
soft cheese,rolls/buns,detergent,,,,,,,,
canned beer,pastry,butter,,,,,,,,
bottled water,frozen meals,,,,,,,,,
pork,napkins,,,,,,,,,
chicken,whole milk,snack products,,,,,,,,
oil,butter,,,,,,,,,
other vegetables,berries,whipped/sour cream,,,,,,,,
domestic eggs,cream cheese ,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
sausage,white wine,whole milk,beverages,semi-finished bread,napkins,,,,,
sausage,sliced cheese,yogurt,pastry,hygiene articles,,,,,,
sausage,sausage,,,,,,,,,
tropical fruit,other vegetables,frozen meals,pastry,,,,,,,
soda,other vegetables,,,,,,,,,
rolls/buns,whipped/sour cream,bottled beer,,,,,,,,
whipped/sour cream,coffee,,,,,,,,,
whole milk,organic sausage,specialty bar,yogurt,,,,,,,
whole milk,long life bakery product,,,,,,,,,
frankfurter,white bread,,,,,,,,,
bottled water,yogurt,,,,,,,,,
organic sausage,pip fruit,newspapers,whipped/sour cream,,,,,,,
soft cheese,spices,,,,,,,,,
whole milk,bottled beer,UHT-milk,beef,pip fruit,yogurt,salty snack,,,,
whole milk,butter,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
chicken,shopping bags,,,,,,,,,
root vegetables,yogurt,whole milk,,,,,,,,
dessert,curd,,,,,,,,,
soda,shopping bags,cream cheese ,,,,,,,,
meat,specialty cheese,,,,,,,,,
chocolate,other vegetables,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
pot plants,spread cheese,butter milk,,,,,,,,
frankfurter,root vegetables,pastry,napkins,long life bakery product,,,,,,
rolls/buns,flour,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
pork,rolls/buns,brown bread,yogurt,,,,,,,
other vegetables,rolls/buns,waffles,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
pasta,whole milk,waffles,,,,,,,,
frankfurter,frozen meals,,,,,,,,,
yogurt,tropical fruit,,,,,,,,,
sausage,canned beer,,,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
ham,misc. beverages,,,,,,,,,
tropical fruit,sparkling wine,cat food,,,,,,,,
brown bread,yogurt,,,,,,,,,
brandy,dessert,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
ham,canned beer,,,,,,,,,
butter,hygiene articles,,,,,,,,,
ham,tropical fruit,popcorn,,,,,,,,
canned beer,brown bread,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
fish,fruit/vegetable juice,,,,,,,,,
pet care,chocolate,,,,,,,,,
pip fruit,bottled beer,other vegetables,,,,,,,,
tropical fruit,rolls/buns,root vegetables,,,,,,,,
whipped/sour cream,toilet cleaner,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
canned beer,curd,,,,,,,,,
pip fruit,UHT-milk,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
sausage,pastry,dish cleaner,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
yogurt,whole milk,,,,,,,,,
chewing gum,other vegetables,pip fruit,,,,,,,,
coffee,rolls/buns,,,,,,,,,
sausage,butter,whole milk,,,,,,,,
sparkling wine,specialty bar,,,,,,,,,
sausage,whole milk,,,,,,,,,
rolls/buns,waffles,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
margarine,domestic eggs,,,,,,,,,
soft cheese,pork,white bread,fruit/vegetable juice,,,,,,,
cake bar,white bread,newspapers,,,,,,,,
whole milk,herbs,rolls/buns,cake bar,,,,,,,
chicken,shopping bags,,,,,,,,,
whipped/sour cream,coffee,,,,,,,,,
cat food,newspapers,fruit/vegetable juice,,,,,,,,
hard cheese,waffles,misc. beverages,,,,,,,,
flower (seeds),sliced cheese,soups,,,,,,,,
hard cheese,salty snack,,,,,,,,,
tidbits,cream cheese ,,,,,,,,,
sausage,fruit/vegetable juice,chewing gum,,,,,,,,
curd,long life bakery product,,,,,,,,,
brown bread,rolls/buns,sliced cheese,,,,,,,,
sausage,semi-finished bread,coffee,,,,,,,,
misc. beverages,frankfurter,salt,curd,,,,,,,
soda,roll products ,,,,,,,,,
other vegetables,soda,,,,,,,,,
frozen potato products,female sanitary products,whole milk,other vegetables,fruit/vegetable juice,,,,,,
UHT-milk,beverages,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
cooking chocolate,chewing gum,,,,,,,,,
fruit/vegetable juice,dessert,,,,,,,,,
sugar,whipped/sour cream,,,,,,,,,
tropical fruit,frozen potato products,,,,,,,,,
UHT-milk,bottled beer,,,,,,,,,
pastry,domestic eggs,napkins,,,,,,,,
rolls/buns,butter,,,,,,,,,
domestic eggs,candy,,,,,,,,,
root vegetables,whole milk,rolls/buns,,,,,,,,
packaged fruit/vegetables,shopping bags,butter milk,,,,,,,,
canned beer,root vegetables,pudding powder,processed cheese,,,,,,,
specialty chocolate,frozen vegetables,,,,,,,,,
finished products,bottled beer,,,,,,,,,
tropical fruit,berries,mayonnaise,,,,,,,,
brown bread,pastry,,,,,,,,,
whole milk,pastry,specialty cheese,,,,,,,,
citrus fruit,soda,,,,,,,,,
domestic eggs,butter milk,long life bakery product,,,,,,,,
beef,cream cheese ,,,,,,,,,
rolls/buns,waffles,,,,,,,,,
pastry,meat,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
flour,soda,,,,,,,,,
turkey,packaged fruit/vegetables,,,,,,,,,
chicken,canned beer,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
white wine,dishes,,,,,,,,,
soda,pickled vegetables,,,,,,,,,
meat,domestic eggs,,,,,,,,,
citrus fruit,soda,whole milk,whipped/sour cream,,,,,,,
pastry,yogurt,,,,,,,,,
ham,brown bread,,,,,,,,,
whole milk,shopping bags,rolls/buns,,,,,,,,
specialty cheese,sliced cheese,,,,,,,,,
chicken,hamburger meat,shopping bags,,,,,,,,
soda,frozen meals,,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
citrus fruit,ham,red/blush wine,rolls/buns,specialty chocolate,,,,,,
pastry,grapes,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
root vegetables,salt,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
whole milk,seasonal products,,,,,,,,,
bottled water,herbs,,,,,,,,,
finished products,newspapers,,,,,,,,,
pork,rolls/buns,,,,,,,,,
misc. beverages,soda,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
other vegetables,seasonal products,bottled water,,,,,,,,
sausage,yogurt,,,,,,,,,
bottled beer,jam,male cosmetics,dessert,,,,,,,
frankfurter,pastry,,,,,,,,,
tropical fruit,citrus fruit,domestic eggs,rolls/buns,,,,,,,
other vegetables,newspapers,,,,,,,,,
fruit/vegetable juice,canned fish,light bulbs,long life bakery product,,,,,,,
fruit/vegetable juice,fruit/vegetable juice,,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
sausage,whole milk,,,,,,,,,
waffles,napkins,,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
salty snack,canned beer,,,,,,,,,
shopping bags,dessert,other vegetables,bottled water,margarine,,,,,,
rolls/buns,bottled water,,,,,,,,,
pip fruit,berries,other vegetables,bottled water,,,,,,,
whole milk,whole milk,,,,,,,,,
citrus fruit,tropical fruit,soda,bottled water,,,,,,,
soda,other vegetables,other vegetables,soda,,,,,,,
berries,condensed milk,whipped/sour cream,,,,,,,,
fruit/vegetable juice,root vegetables,pastry,,,,,,,,
soda,coffee,salty snack,,,,,,,,
soda,other vegetables,soda,,,,,,,,
frankfurter,hard cheese,butter,,,,,,,,
processed cheese,rolls/buns,canned fish,,,,,,,,
yogurt,curd,pastry,,,,,,,,
rolls/buns,cream cheese ,brown bread,,,,,,,,
citrus fruit,pastry,salt,,,,,,,,
root vegetables,butter,,,,,,,,,
cake bar,Instant food products,,,,,,,,,
tropical fruit,rolls/buns,fruit/vegetable juice,canned beer,,,,,,,
rolls/buns,soda,,,,,,,,,
rolls/buns,instant coffee,UHT-milk,margarine,,,,,,,
pip fruit,frozen vegetables,butter milk,,,,,,,,
root vegetables,herbs,cereals,,,,,,,,
sausage,whole milk,,,,,,,,,
soda,shopping bags,other vegetables,rolls/buns,,,,,,,
UHT-milk,bottled water,,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
onions,oil,,,,,,,,,
root vegetables,hard cheese,waffles,,,,,,,,
packaged fruit/vegetables,sweet spreads,,,,,,,,,
whole milk,bottled water,,,,,,,,,
newspapers,root vegetables,,,,,,,,,
mayonnaise,hard cheese,brown bread,,,,,,,,
bathroom cleaner,whole milk,,,,,,,,,
waffles,whole milk,shopping bags,flour,shopping bags,,,,,,
pork,semi-finished bread,,,,,,,,,
white bread,zwieback,,,,,,,,,
butter milk,long life bakery product,,,,,,,,,
pip fruit,male cosmetics,dishes,dessert,rice,,,,,,
soda,other vegetables,,,,,,,,,
canned beer,yogurt,,,,,,,,,
rolls/buns,yogurt,newspapers,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
sausage,long life bakery product,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
other vegetables,tidbits,dental care,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
fruit/vegetable juice,domestic eggs,,,,,,,,,
chicken,whole milk,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
root vegetables,pastry,,,,,,,,,
soda,dish cleaner,,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
beverages,shopping bags,,,,,,,,,
pastry,whole milk,citrus fruit,newspapers,,,,,,,
rolls/buns,chewing gum,,,,,,,,,
bottled beer,canned beer,,,,,,,,,
tropical fruit,rolls/buns,fruit/vegetable juice,,,,,,,,
frankfurter,chicken,processed cheese,dessert,,,,,,,
bottled water,whole milk,,,,,,,,,
canned beer,brown bread,,,,,,,,,
salt,yogurt,rolls/buns,whole milk,,,,,,,
pip fruit,candy,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
pastry,yogurt,bottled water,soda,,,,,,,
tropical fruit,herbs,,,,,,,,,
soda,frankfurter,butter,whole milk,,,,,,,
candy,domestic eggs,,,,,,,,,
soda,long life bakery product,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
female sanitary products,cleaner,coffee,sauces,,,,,,,
rolls/buns,pip fruit,rolls/buns,rolls/buns,,,,,,,
napkins,dessert,,,,,,,,,
root vegetables,citrus fruit,other vegetables,pork,herbs,,,,,,
bottled water,tropical fruit,,,,,,,,,
shopping bags,root vegetables,curd,,,,,,,,
soda,mayonnaise,,,,,,,,,
citrus fruit,grapes,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
coffee,butter milk,,,,,,,,,
liquor,baking powder,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
chicken,UHT-milk,,,,,,,,,
frozen meals,canned vegetables,,,,,,,,,
butter milk,specialty fat,,,,,,,,,
salty snack,newspapers,,,,,,,,,
sausage,specialty bar,,,,,,,,,
citrus fruit,yogurt,UHT-milk,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
sausage,white wine,,,,,,,,,
whole milk,hard cheese,soda,,,,,,,,
sausage,whole milk,margarine,,,,,,,,
whole milk,pot plants,,,,,,,,,
citrus fruit,canned beer,rolls/buns,whole milk,,,,,,,
frankfurter,bottled beer,whipped/sour cream,margarine,,,,,,,
root vegetables,yogurt,canned vegetables,,,,,,,,
butter milk,brown bread,,,,,,,,,
ice cream,sliced cheese,,,,,,,,,
liver loaf,waffles,,,,,,,,,
fruit/vegetable juice,cat food,,,,,,,,,
chicken,nuts/prunes,,,,,,,,,
frankfurter,canned beer,other vegetables,potato products,,,,,,,
butter,onions,napkins,,,,,,,,
yogurt,chewing gum,shopping bags,,,,,,,,
whole milk,yogurt,,,,,,,,,
photo/film,beverages,bottled beer,,,,,,,,
frozen potato products,soda,,,,,,,,,
butter,seasonal products,,,,,,,,,
domestic eggs,root vegetables,semi-finished bread,curd,,,,,,,
chicken,napkins,other vegetables,newspapers,,,,,,,
hygiene articles,other vegetables,,,,,,,,,
oil,soda,waffles,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
soda,artif. sweetener,cocoa drinks,bottled water,,,,,,,
soda,misc. beverages,,,,,,,,,
whole milk,tropical fruit,margarine,,,,,,,,
yogurt,napkins,,,,,,,,,
fruit/vegetable juice,brown bread,,,,,,,,,
hamburger meat,tropical fruit,soda,,,,,,,,
pork,rolls/buns,roll products ,,,,,,,,
condensed milk,shopping bags,,,,,,,,,
specialty bar,candles,,,,,,,,,
whole milk,waffles,chocolate,,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
soda,yogurt,,,,,,,,,
yogurt,coffee,,,,,,,,,
root vegetables,ice cream,,,,,,,,,
shopping bags,soda,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
herbs,root vegetables,,,,,,,,,
tropical fruit,herbs,long life bakery product,,,,,,,,
chicken,whole milk,vinegar,shopping bags,,,,,,,
frankfurter,other vegetables,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
onions,bottled water,,,,,,,,,
other vegetables,other vegetables,canned fish,chewing gum,,,,,,,
whole milk,margarine,,,,,,,,,
curd cheese,pastry,,,,,,,,,
frozen meals,white bread,cereals,ready soups,,,,,,,
citrus fruit,chewing gum,frozen vegetables,margarine,,,,,,,
root vegetables,dessert,,,,,,,,,
tropical fruit,sausage,,,,,,,,,
canned beer,hygiene articles,,,,,,,,,
whole milk,long life bakery product,margarine,,,,,,,,
whole milk,yogurt,pot plants,pastry,flower (seeds),pudding powder,,,,,
sausage,bottled beer,photo/film,margarine,whipped/sour cream,,,,,,
chicken,cream,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
soda,domestic eggs,,,,,,,,,
pork,herbs,,,,,,,,,
root vegetables,coffee,,,,,,,,,
cocoa drinks,sliced cheese,,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
beef,kitchen towels,fruit/vegetable juice,,,,,,,,
yogurt,soda,dessert,,,,,,,,
beef,newspapers,,,,,,,,,
dog food,hygiene articles,Instant food products,,,,,,,,
other vegetables,butter,,,,,,,,,
whole milk,berries,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
dish cleaner,whole milk,frozen vegetables,waffles,,,,,,,
chicken,whole milk,,,,,,,,,
bottled beer,soda,candy,,,,,,,,
canned beer,whole milk,pork,oil,,,,,,,
frozen meals,rolls/buns,,,,,,,,,
pork,sausage,frankfurter,other vegetables,pork,curd,flower soil/fertilizer,curd,margarine,,
frozen fish,whipped/sour cream,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
sausage,misc. beverages,,,,,,,,,
white bread,salty snack,,,,,,,,,
liver loaf,herbs,,,,,,,,,
pork,frozen dessert,,,,,,,,,
brown bread,ice cream,fruit/vegetable juice,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
misc. beverages,salty snack,,,,,,,,,
margarine,whipped/sour cream,,,,,,,,,
white bread,mayonnaise,,,,,,,,,
canned beer,hygiene articles,pork,soft cheese,bottled beer,rolls/buns,chocolate marshmallow,,,,
ice cream,pip fruit,root vegetables,rolls/buns,long life bakery product,,,,,,
soda,napkins,,,,,,,,,
grapes,frozen vegetables,,,,,,,,,
other vegetables,margarine,brown bread,,,,,,,,
root vegetables,sausage,cream cheese ,curd,UHT-milk,,,,,,
root vegetables,other vegetables,,,,,,,,,
pickled vegetables,butter,,,,,,,,,
coffee,UHT-milk,,,,,,,,,
white wine,butter,frozen fish,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
whipped/sour cream,berries,cream cheese ,,,,,,,,
citrus fruit,candy,,,,,,,,,
pastry,yogurt,,,,,,,,,
sausage,pork,butter,whole milk,fruit/vegetable juice,,,,,,
hamburger meat,rolls/buns,brown bread,,,,,,,,
pip fruit,bottled water,,,,,,,,,
margarine,whole milk,,,,,,,,,
whole milk,whole milk,,,,,,,,,
other vegetables,napkins,newspapers,,,,,,,,
yogurt,sweet spreads,canned beer,pot plants,,,,,,,
beef,fruit/vegetable juice,yogurt,,,,,,,,
root vegetables,newspapers,,,,,,,,,
domestic eggs,specialty bar,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
misc. beverages,newspapers,,,,,,,,,
frankfurter,whole milk,shopping bags,rolls/buns,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
pet care,photo/film,,,,,,,,,
beverages,root vegetables,frozen meals,,,,,,,,
pastry,bottled water,,,,,,,,,
cake bar,soda,,,,,,,,,
sausage,meat,tropical fruit,butter,,,,,,,
frankfurter,pip fruit,rolls/buns,onions,,,,,,,
long life bakery product,curd,pot plants,soda,,,,,,,
beef,sparkling wine,butter milk,misc. beverages,pastry,,,,,,
whole milk,whole milk,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
ham,whole milk,,,,,,,,,
photo/film,frozen potato products,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
ham,bottled water,margarine,,,,,,,,
root vegetables,rolls/buns,fruit/vegetable juice,,,,,,,,
domestic eggs,berries,,,,,,,,,
soda,soda,oil,,,,,,,,
chicken,whole milk,,,,,,,,,
rolls/buns,brown bread,canned beer,,,,,,,,
curd,liquor (appetizer),,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
whole milk,soda,,,,,,,,,
sausage,liver loaf,dish cleaner,white bread,canned beer,dishes,white wine,brown bread,,,
whole milk,chocolate,,,,,,,,,
whole milk,whole milk,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
frozen vegetables,other vegetables,napkins,,,,,,,,
whole milk,rolls/buns,cat food,shopping bags,,,,,,,
curd,whipped/sour cream,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
long life bakery product,candy,,,,,,,,,
pork,frozen meals,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
pickled vegetables,soda,chewing gum,yogurt,,,,,,,
tropical fruit,brandy,whole milk,canned fish,,,,,,,
other vegetables,specialty bar,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
pip fruit,light bulbs,bottled water,ketchup,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
brown bread,shopping bags,,,,,,,,,
meat,waffles,,,,,,,,,
meat,sausage,salty snack,white wine,frozen vegetables,beverages,,,,,
UHT-milk,specialty vegetables,,,,,,,,,
UHT-milk,candles,yogurt,salty snack,,,,,,,
tropical fruit,long life bakery product,,,,,,,,,
rolls/buns,frozen vegetables,frozen vegetables,,,,,,,,
cat food,candles,whole milk,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
citrus fruit,soda,white bread,,,,,,,,
shopping bags,cream cheese ,,,,,,,,,
root vegetables,salty snack,,,,,,,,,
whole milk,brown bread,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
pip fruit,soda,,,,,,,,,
beef,ice cream,,,,,,,,,
beef,pork,margarine,fruit/vegetable juice,margarine,,,,,,
butter milk,flour,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
berries,beverages,pastry,napkins,,,,,,,
whole milk,bottled beer,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
bottled beer,chocolate,,,,,,,,,
ice cream,onions,soda,,,,,,,,
soda,beef,other vegetables,soda,flour,,,,,,
pip fruit,canned beer,,,,,,,,,
whole milk,shopping bags,newspapers,,,,,,,,
fruit/vegetable juice,domestic eggs,,,,,,,,,
pork,coffee,frozen vegetables,,,,,,,,
pickled vegetables,Instant food products,,,,,,,,,
rolls/buns,tidbits,,,,,,,,,
frankfurter,dishes,rolls/buns,,,,,,,,
beef,pork,,,,,,,,,
citrus fruit,shopping bags,shopping bags,,,,,,,,
canned vegetables,other vegetables,,,,,,,,,
frozen dessert,rolls/buns,,,,,,,,,
ice cream,other vegetables,,,,,,,,,
frozen meals,sausage,flour,curd,whipped/sour cream,,,,,,
canned beer,meat,,,,,,,,,
citrus fruit,rolls/buns,whole milk,brown bread,,,,,,,
ice cream,citrus fruit,soda,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
frankfurter,condensed milk,,,,,,,,,
citrus fruit,salty snack,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
chicken,pork,newspapers,,,,,,,,
grapes,waffles,soda,,,,,,,,
root vegetables,frozen fish,,,,,,,,,
pet care,bottled water,,,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
other vegetables,salty snack,syrup,newspapers,oil,,,,,,
waffles,specialty bar,,,,,,,,,
whole milk,processed cheese,curd,,,,,,,,
tropical fruit,hamburger meat,coffee,sliced cheese,whipped/sour cream,,,,,,
berries,domestic eggs,,,,,,,,,
root vegetables,oil,soda,,,,,,,,
mayonnaise,pastry,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
sausage,grapes,sliced cheese,napkins,,,,,,,
spread cheese,yogurt,frozen vegetables,,,,,,,,
tropical fruit,pork,soda,onions,,,,,,,
sausage,soda,,,,,,,,,
sausage,bottled water,brown bread,,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
soda,waffles,,,,,,,,,
sausage,hair spray,canned beer,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
meat,nuts/prunes,,,,,,,,,
pork,newspapers,napkins,,,,,,,,
soda,spread cheese,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
other vegetables,waffles,rolls/buns,chocolate,,,,,,,
beef,waffles,citrus fruit,waffles,,,,,,,
frankfurter,frankfurter,tropical fruit,berries,,,,,,,
meat,fruit/vegetable juice,,,,,,,,,
domestic eggs,chocolate,,,,,,,,,
other vegetables,roll products ,,,,,,,,,
ice cream,rolls/buns,bottled beer,canned beer,,,,,,,
whipped/sour cream,softener,,,,,,,,,
meat,butter milk,,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
other vegetables,pot plants,vinegar,,,,,,,,
whipped/sour cream,grapes,yogurt,spread cheese,,,,,,,
pip fruit,liver loaf,root vegetables,rolls/buns,mayonnaise,curd,root vegetables,hard cheese,chocolate,,
root vegetables,whipped/sour cream,,,,,,,,,
soda,semi-finished bread,,,,,,,,,
newspapers,processed cheese,,,,,,,,,
waffles,yogurt,,,,,,,,,
rolls/buns,cat food,beverages,,,,,,,,
whole milk,herbs,,,,,,,,,
rolls/buns,baby cosmetics,,,,,,,,,
chewing gum,ham,,,,,,,,,
canned fish,salty snack,,,,,,,,,
